"Year","Month","Day","Venue","Place","Country","LatLng","Date"
1964,"Oct",25,"Hippodrome","Brighton","England","50.8217735:-0.1426493",1964-10-25
1964,"Oct",28,"ABC Cinema","Exeter","England","50.7251472:-3.528564",1964-10-28
1964,"Oct",29,"ABC Cinema","Plymouth","England","50.3688507:-4.1451783",1964-10-29
1964,"Oct",30,"Gaumont Cinema","Bournemouth","England","50.7186546:-1.874266",1964-10-30
1964,"Oct",31,"Gaumont Cinema","Ipswich","England","52.0573845:1.1603169",1964-10-31
1964,"Nov",1,"Astoria Cinema","Finsbury Park","England","51.56287:-0.1080018",1964-11-01
1964,"Nov",2,"King's Hall","Belfast","Ireland","54.5966301:-5.9302649",1964-11-02
1964,"Nov",4,"Ritz Cinema","Luton","England","51.8802338:-0.4189275",1964-11-04
1964,"Nov",5,"Odeon Cinema","Nottingham","England","52.9536629:-1.1527115",1964-11-05
1964,"Nov",6,"Gaumont Cinema","Southampton","England","50.9085503:-1.4102401",1964-11-06
1964,"Nov",7,"Capitol Cinema","Cardiff","England","51.4827194:-3.1716263",1964-11-07
1964,"Nov",8,"Empire Theatre","Liverpool","England","53.4088058:-2.9783382",1964-11-08
1964,"Nov",9,"City Hall","Sheffield","England","53.380703:-1.4723061",1964-11-09
1964,"Nov",10,"Colston Hall","Bristol","England","51.4547539:-2.5984249",1964-11-10
1964,"Dec",24,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1964-12-24
1964,"Dec",26,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1964-12-26
1964,"Dec",28,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1964-12-28
1964,"Dec",29,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1964-12-29
1964,"Dec",30,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1964-12-30
1964,"Dec",31,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1964-12-31
1965,"Jan",1,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1965-01-01
1965,"Jan",2,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1965-01-02
1965,"Jan",4,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1965-01-04
1965,"Jan",5,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1965-01-05
1965,"Jan",6,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1965-01-06
1965,"Jan",7,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1965-01-07
1965,"Jan",8,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1965-01-08
1965,"Jan",9,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1965-01-09
1965,"Jan",11,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1965-01-11
1965,"Jan",12,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1965-01-12
1965,"Jan",13,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1965-01-13
1965,"Jan",14,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1965-01-14
1965,"Jan",15,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1965-01-15
1965,"Jan",16,"Hammersmith Odeon","London","England","51.4906197:-0.2252787",1965-01-16
1965,"Apr",11,"NME Poll-Winners' All-Star Concert","Wembley","England","51.5580826:-0.2829731",1965-04-11
1965,"Jun",22,"Palais d'Hiver","Lyon","France","45.7726402:4.8591795",1965-06-22
1965,"Jun",24,"Velodromo Vigorelli","Milan","Italy","45.4814911:9.1580811",1965-06-24
1965,"Jun",26,"Palazzo dello Sport","Genoa","Italy","44.3954926:8.9410791",1965-06-26
1965,"Jun",27,"Teatro Adriano","Rome","Italy","41.9061012:12.4695845",1965-06-27
1965,"Jun",28,"Teatro Adriano","Rome","Italy","41.9061012:12.4695845",1965-06-28
1965,"Jun",30,"Palais des Expositions","Nice","France","43.709053:7.2829218",1965-06-30
1965,"Jul",2,"Plaza de Toros de Las Ventas","Madrid","Spain","40.4321404:-3.6632967",1965-07-02
1965,"Jul",3,"Plaza de Toros Monumental","Barcelona","Spain","41.4000854:2.1811938",1965-07-03
1965,"Aug",14,"Ed Sullivan Show","New York City","United States","40.763855:-73.9832153",1965-08-14
1965,"Aug",15,"Shea Stadium","New York City","United States","40.7556152:-73.8483505",1965-08-15
1965,"Aug",17,"Maple Leaf Gardens","Toronto","Canada","43.6621895:-79.3803787",1965-08-17
1965,"Aug",18,"Atlanta Stadium","Atlanta","United States","33.7352028:-84.3896561",1965-08-18
1965,"Aug",19,"Sam Houston Coliseum","Houston","United States","29.7616863:-95.3696671",1965-08-19
1965,"Aug",20,"White Sox Park","Chicago","United States","41.8315353:-87.6343155",1965-08-20
1965,"Aug",21,"Metropolitan Stadium","Minneapolis","United States","44.8546181:-93.2420654",1965-08-21
1965,"Aug",22,"Memorial Coliseum","Portland, Oregon","United States","45.5321846:-122.6694107",1965-08-22
1965,"Aug",28,"Balboa Stadium","San Diego","United States","32.7207298:-117.1504211",1965-08-28
1965,"Aug",29,"Hollywood Bowl","Los Angeles","United States","34.1126747:-118.3389206",1965-08-29
1965,"Aug",30,"Hollywood Bowl","Los Angeles","United States","34.1126747:-118.3389206",1965-08-30
1965,"Aug",31,"Cow Palace","San Francisco","United States","37.7066078:-122.4187851",1965-08-31
1965,"Dec",4,"City Hall","Newcastle","England","54.9771233:-1.6103628",1965-12-04
1965,"Dec",5,"Empire Theatre","Liverpool","England","53.4088058:-2.9783382",1965-12-05
1965,"Dec",7,"ABC Cinema","Manchester","England","53.4696198:-2.2224784",1965-12-07
1965,"Dec",8,"Gaumont Cinema","Sheffield","England","53.3802681:-1.4711595",1965-12-08
1965,"Dec",9,"Odeon Cinema","Birmingham","England","52.4783669:-1.8973061",1965-12-09
1965,"Dec",10,"Odeon Cinema","Hammersmith","England","51.4906197:-0.2252787",1965-12-10
1965,"Dec",11,"Astoria Cinema","London","England","51.56287:-0.1080018",1965-12-11
1965,"Dec",12,"Capitol Cinema","Cardiff","England","51.4827194:-3.1716263",1965-12-12
1966,"Jun",24,"Circus-Krone-Bau","Munich","Germany","48.1452713:11.5500774",1966-06-24
1966,"Jun",25,"Grugahalle","Essen","Germany","51.4309692:6.9976635",1966-06-25
1966,"Jun",26,"Ernst Merck Halle","Hamburg","Germany","53.5588074:9.9827309",1966-06-26
1966,"Jun",30,"Nippon Budokan Hall","Tokyo","Japan","35.6934128:139.7498169",1966-06-30
1966,"Jul",1,"Nippon Budokan Hall","Tokyo","Japan","35.6934128:139.7498169",1966-07-01
1966,"Jul",2,"Nippon Budokan Hall","Tokyo","Japan","35.6934128:139.7498169",1966-07-02
1966,"Jul",4,"Rizal Memorial Football Stadium","Manila","Philippines","14.5634804:120.9919739",1966-07-04
1966,"Aug",12,"International Amphitheatre","Chicago","United States","41.8181839:-87.6454086",1966-08-12
1966,"Aug",13,"Olympia Stadium","Detroit","United States","42.3544998:-83.1004028",1966-08-13
1966,"Aug",14,"Cleveland Stadium","Cleveland","United States","41.5060158:-81.6995697",1966-08-14
1966,"Aug",15,"DC Stadium","Washington DC","United States","38.8897476:-76.9717484",1966-08-15
1966,"Aug",16,"John F Kennedy Stadium","Philadelphia","United States","39.9011879:-75.1719894",1966-08-16
1966,"Aug",17,"Maple Leaf Gardens","Toronto","Canada","43.6621895:-79.3803787",1966-08-17
1966,"Aug",18,"Suffolk Downs Racetrack","Boston","United States","42.3941956:-70.9973221",1966-08-18
1966,"Aug",19,"Mid-South Coliseum","Memphis","United States","35.1183472:-89.9802399",1966-08-19
1966,"Aug",21,"Crosley Field","Cincinnati","United States","39.1166649:-84.5348663",1966-08-21
1966,"Aug",21,"Busch Stadium","St Louis","United States","38.6239433:-90.1923447",1966-08-21
1966,"Aug",23,"Shea Stadium","New York","United States","40.7556152:-73.8483505",1966-08-23
1966,"Aug",25,"Coliseum","Seattle","United States","47.6221046:-122.3539429",1966-08-25
1966,"Aug",28,"Dodger Stadium","Los Angeles","United States","34.073555:-118.2401199",1966-08-28
1966,"Aug",29,"Candlestick Park","San Francisco","United States","37.713501:-122.3862152",1966-08-29
